,category,labels_dbscan,labels_kmeans,labels_agglo,processed_t0,processed_t1,t0,t1,assumptions
1190,2,0,7,0,\left( x-\frac{7}{2} = \sqrt{\left( \frac{7}{2}\right)^{2}-10}\right) \vee \left( x-\frac{7}{2} = -\sqrt{\left( \frac{7}{2}\right)^{2}-10}\right),\left( x = -\frac{7}{2} + \sqrt{\left( \frac{7}{2}\right)^{2}-10}\right) \vee \left( x = -\frac{7}{2} = -\sqrt{\left( \frac{7}{2}\right)^{2}-10}\right),\left( s-\frac{7}{2} = \sqrt{\left( \frac{7}{2}\right)^{2}-10}\right) \vee \left( s-\frac{7}{2} = -\sqrt{\left( \frac{7}{2}\right)^{2}-10}\right),\left( s = -\frac{7}{2} + \sqrt{\left( \frac{7}{2}\right)^{2}-10}\right) \vee \left( s = -\frac{7}{2} = -\sqrt{\left( \frac{7}{2}\right)^{2}-10}\right),\textrm{wahr}
1191,2,0,7,0,\left( x-\frac{7}{2} = \sqrt{\left( \frac{7}{2}\right)^{2}-10}\right) \vee \left( x-\frac{7}{2} = -\sqrt{\left( \frac{7}{2}\right)^{2}-10}\right),\left( x = +\frac{7}{2} + \sqrt{\left( \frac{7}{2}\right)^{2}-10}\right) \vee \left( x = +\frac{7}{2}-\sqrt{\left( \frac{7}{2}\right)^{2} \cdot 10}\right),\left( s-\frac{7}{2} = \sqrt{\left( \frac{7}{2}\right)^{2}-10}\right) \vee \left( s-\frac{7}{2} = -\sqrt{\left( \frac{7}{2}\right)^{2}-10}\right),\left( s = +\frac{7}{2} + \sqrt{\left( \frac{7}{2}\right)^{2}-10}\right) \vee \left( s = +\frac{7}{2}-\sqrt{\left( \frac{7}{2}\right)^{2} \cdot 10}\right),\textrm{wahr}
1192,2,24,0,3,"\left|5\,x-8\right| \le 2","5\,x-8\le 2","\left|5\,x-8\right| \le 2","5\,x-8\le 2",x > \frac{5}{8}
1193,2,24,0,3,"-(5\,x-8)\le 2","5\,x-8\ge 2","-(5\,x-8)\le 2","5\,x-8\ge 2",x < \frac{8}{5}
1194,2,24,0,3,"5\,x-8\ge -2","5\,x\ge 10","5\,x-8\ge -2","5\,x\ge 10",x < \frac{8}{5}
1195,2,19,0,3,"-3\,y\le 2 + x",y\le -\frac{2}{3}-\frac{x}{3},"-3\,g\le 2 + d",g\le -\frac{2}{3}-\frac{d}{3},\textrm{wahr}
1196,2,-1,5,1,"5\,x + 2 = x + y","6\,x + 2 = y","5\,a + 2 = a + g","6\,a + 2 = g",\textrm{wahr}
1197,2,-1,1,1,"6\,x + 2 = y",x + \frac{2}{1} = y,"6\,a + 2 = g",a + \frac{2}{1} = g,\textrm{wahr}
1198,2,19,0,3,"-3\,y\le 2 + x",y\le -\frac{2 + x}{3},"-3\,g\le 2 + d",g\le -\frac{2 + d}{3},\textrm{wahr}
1199,2,0,2,7,\frac{4}{x + 1} + \frac{1}{x + 3} = 0,\frac{4}{x + 1} = \frac{1}{x-3},\frac{4}{x + 1} + \frac{1}{x + 3} = 0,\frac{4}{x + 1} = \frac{1}{x-3},\left( x\neq -1\right) \wedge \left( x\neq -3\right)
1200,2,0,2,7,\frac{4}{x + 1} + \frac{1}{x + 3} = 0,\frac{4}{x + 1} = -\frac{1}{x-3},\frac{4}{x + 1} + \frac{1}{x + 3} = 0,\frac{4}{x + 1} = -\frac{1}{x-3},\left( x\neq -1\right) \wedge \left( x\neq -3\right)
1201,2,0,1,1,"-4\,x = -3\,y + 3","x = \frac{3}{4}\,y + \frac{3}{4}","-4\,b = -3\,y + 3","b = \frac{3}{4}\,y + \frac{3}{4}",\textrm{wahr}
1202,2,0,2,7,\frac{4}{x-1} + \frac{4}{x + 1} = 0,\frac{4}{x-1} = \frac{4}{x + 1},\frac{4}{x-1} + \frac{4}{x + 1} = 0,\frac{4}{x-1} = \frac{4}{x + 1},\left( x\neq 1\right) \wedge \left( x\neq -1\right)
1203,2,27,1,1,0 = 0,\mathbb{X} = \emptyset ,0 = 0,\mathbb{L} = \emptyset ,\left( x\neq 1\right) \wedge \left( x\neq -1\right)
1204,2,0,2,7,\frac{4}{x-1} = -\frac{4}{x + 1},"4\,(x + 1) = 4\,(x-1)",\frac{4}{x-1} = -\frac{4}{x + 1},"4\,(x + 1) = 4\,(x-1)",\left( x\neq 1\right) \wedge \left( x\neq -1\right)
1205,2,-1,0,3,"5\,x\le 10",x\le 2 \cdot 1.6,"5\,x\le 10",x\le 2 \cdot 1.6,x > \frac{8}{5}
1206,2,-1,0,3,"5\,x\ge 6",x\ge \frac{6}{5} \cdot 1.2 \cdot 1.6,"5\,x\ge 6",x\ge \frac{6}{5} \cdot 1.2 \cdot 1.6,x < \frac{8}{5}
1207,2,27,1,1,"8\,x = 0",\mathbb{X} = \emptyset ,"8\,x = 0",\mathbb{L} = \emptyset ,\left( x\neq 1\right) \wedge \left( x\neq -1\right)
1208,2,27,1,1,x = 0,\mathbb{X} = \left\{0\right\},x = 0,\mathbb{L} = \left\{0\right\},\left( x\neq 1\right) \wedge \left( x\neq -1\right)
1209,2,27,1,1,x = 0,\mathbb{X} = \emptyset ,x = 0,\mathbb{L} = \emptyset ,\left( x\neq 1\right) \wedge \left( x\neq -1\right)
1210,2,27,1,1,x = 0,\mathbb{X} = \mathbb{Y} \setminus \emptyset ,x = 0,\mathbb{L} = \mathbb{R} \setminus \emptyset ,\left( x\neq 1\right) \wedge \left( x\neq -1\right)
1211,2,0,0,3,"-4\,y < -3\,x-3","y < \frac{3}{4}\,x + \frac{3}{4}","-4\,s < -3\,c-3","s < \frac{3}{4}\,c + \frac{3}{4}",\textrm{wahr}
1212,2,0,4,0,"20\,x^{2} + 9\,x-20 = 0",x^{2} + \frac{9}{20}-1 = 0,"20\,r^{2} + 9\,r-20 = 0",r^{2} + \frac{9}{20}-1 = 0,\textrm{wahr}
1213,2,-1,7,0,x^{2} + \frac{9}{20}-1 = 0,\left( x = -\frac{\frac{9}{20}}{2} + \sqrt{\left( \frac{\frac{9}{20}}{2}\right)^{2} + 1}\right) \vee \left( x = -\frac{\frac{9}{20}}{2}-\sqrt{\left( \frac{\frac{9}{20}}{2}\right)^{2} + 1}\right),r^{2} + \frac{9}{20}-1 = 0,\left( r = -\frac{\frac{9}{20}}{2} + \sqrt{\left( \frac{\frac{9}{20}}{2}\right)^{2} + 1}\right) \vee \left( r = -\frac{\frac{9}{20}}{2}-\sqrt{\left( \frac{\frac{9}{20}}{2}\right)^{2} + 1}\right),\textrm{wahr}
1214,2,0,0,3,"-4\,y < -3\,x-3","y < \frac{3\,x + 3}{4}","-4\,s < -3\,c-3","s < \frac{3\,c + 3}{4}",\textrm{wahr}
1215,2,2,3,4,"z^{2} + z\,z\,y = 0","z^{2} + z\,z = -y","x^{2} + p\,x\,q = 0","x^{2} + p\,x = -q",q < \frac{p^{2}}{4}
1216,2,2,3,4,"z^{2} + z\,z = -y","z^{2} + z\,z + \left( \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} = -y","x^{2} + p\,x = -q","x^{2} + p\,x + \left( \frac{p}{2}\right)^{2}-\left( \frac{x}{2}\right)^{2} = -q",q < \frac{p^{2}}{4}
1217,2,2,3,4,"z^{2} + z\,z + \left( \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} = -y",\left( z + \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} = -y,"x^{2} + p\,x + \left( \frac{p}{2}\right)^{2}-\left( \frac{x}{2}\right)^{2} = -q",\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} = -q,q < \frac{p^{2}}{4}
1218,2,2,3,4,\left( z + \frac{z}{2}\right)^{2} = -y + \left( \frac{z}{2}\right)^{2},z + \frac{z}{2} = \sqrt{-y + \left( \frac{z}{2}\right)^{2}},\left( x + \frac{p}{2}\right)^{2} = -q + \left( \frac{p}{2}\right)^{2},x + \frac{p}{2} = \sqrt{-q + \left( \frac{p}{2}\right)^{2}},q < \frac{p^{2}}{4}
1219,2,0,0,3,"-4\,y < -3\,x-3","y < -\frac{3}{4}\,x-\frac{3}{4}","-4\,s < -3\,c-3","s < -\frac{3}{4}\,c-\frac{3}{4}",\textrm{wahr}
1220,2,0,7,0,"x^{2} + \frac{9}{4}\,x + \frac{5}{4} = 0",\left( x = -\frac{\frac{9}{4}}{2} + \sqrt{\left( \frac{\frac{9}{4}}{2}\right)^{2}-\frac{5}{4}}\right) \vee \left( x = -\frac{\frac{9}{4}}{2}-\sqrt{\frac{\left( \frac{\frac{9}{4}}{2}\right)^{2} \cdot 5}{4}}\right),"p^{2} + \frac{9}{4}\,p + \frac{5}{4} = 0",\left( p = -\frac{\frac{9}{4}}{2} + \sqrt{\left( \frac{\frac{9}{4}}{2}\right)^{2}-\frac{5}{4}}\right) \vee \left( p = -\frac{\frac{9}{4}}{2}-\sqrt{\frac{\left( \frac{\frac{9}{4}}{2}\right)^{2} \cdot 5}{4}}\right),\textrm{wahr}
1221,2,0,5,0,"(5\,x + 5)\,(4\,x + 5) = 0","20\,x^{2} + 20\,x + 25 = 0","(5\,t + 5)\,(4\,t + 5) = 0","20\,t^{2} + 20\,t + 25 = 0",\textrm{wahr}
1222,2,0,5,2,"(5\,x + 5)\,(4\,x + 5) = 0","5\,x + 5 = 0","(5\,t + 5)\,(4\,t + 5) = 0","5\,t + 5 = 0",\textrm{wahr}
1223,2,0,5,2,"(5\,x + 5)\,(4\,x + 5) = 0","5\,x + 5 = 4\,x + 5","(5\,t + 5)\,(4\,t + 5) = 0","5\,t + 5 = 4\,t + 5",\textrm{wahr}
1224,2,0,5,2,"5\,x + 5 = 4\,x + 5","5\,x = -5","5\,t + 5 = 4\,t + 5","5\,t = -5",\textrm{wahr}
1225,2,-1,0,3,\left( x-1\right)^{2}\ge 3,\left|x-2\right| ^{2}\ge 3,\left( x-1\right)^{2}\ge 3,\left|x-2\right| ^{2}\ge 3,\textrm{wahr}
1226,2,-1,0,3,\left( x-2\le -\sqrt{3}\right) \vee \left( x-2\ge \sqrt{3}\right),\left( x\le 2-\sqrt{3}\right) \vee \left( x\le 2 + \sqrt{3}\right),\left( x-2\le -\sqrt{3}\right) \vee \left( x-2\ge \sqrt{3}\right),\left( x\le 2-\sqrt{3}\right) \vee \left( x\le 2 + \sqrt{3}\right),\textrm{wahr}
1227,2,-1,0,3,\left( x-1\le -\sqrt{3}\right) \vee \left( x-1\ge \sqrt{3}\right),\left( x\le 1-\sqrt{3}\right) \vee \left( x\le 1 + \sqrt{3}\right),\left( x-1\le -\sqrt{3}\right) \vee \left( x-1\ge \sqrt{3}\right),\left( x\le 1-\sqrt{3}\right) \vee \left( x\le 1 + \sqrt{3}\right),\textrm{wahr}
1228,2,-1,7,0,x^{2}-x-\frac{3}{4} = 0,\left( x = -(-\frac{1}{2}) + \sqrt{\left( -\frac{1}{2}\right)^{2} + \frac{3}{4}}\right) \vee \left( x = -(-\frac{1}{2})-\sqrt{-\left( \frac{1}{2}\right)^{2} + \frac{3}{4}}\right),x^{2}-x-\frac{3}{4} = 0,\left( x = -(-\frac{1}{2}) + \sqrt{\left( -\frac{1}{2}\right)^{2} + \frac{3}{4}}\right) \vee \left( x = -(-\frac{1}{2})-\sqrt{-\left( \frac{1}{2}\right)^{2} + \frac{3}{4}}\right),\textrm{wahr}
1229,2,0,7,0,\left( x = -(-\frac{1}{2}) + \sqrt{\left( -\frac{1}{2}\right)^{2} + \frac{3}{4}}\right) \vee \left( x = -(-\frac{1}{2})-\sqrt{-\left( \frac{1}{2}\right)^{2} + \frac{3}{4}}\right),\left( x = \frac{3}{2}\right) \vee \left( x = -\frac{1}{2}\right),\left( x = -(-\frac{1}{2}) + \sqrt{\left( -\frac{1}{2}\right)^{2} + \frac{3}{4}}\right) \vee \left( x = -(-\frac{1}{2})-\sqrt{-\left( \frac{1}{2}\right)^{2} + \frac{3}{4}}\right),\left( x = \frac{3}{2}\right) \vee \left( x = -\frac{1}{2}\right),\textrm{wahr}
1230,2,-1,0,3,"4\,y\ge 4-3\,x","y\ge 1-3\,x","4\,q\ge 4-3\,d","q\ge 1-3\,d",\textrm{wahr}
1231,2,-1,7,0,"x^{2} + 3\,x + 2 = 0",\left( x = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right) \vee \left( x = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right),"n^{2} + 3\,n + 2 = 0",\left( n = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right) \vee \left( n = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right),\textrm{wahr}
1232,2,-1,7,0,\left( x = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right) \vee \left( x = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right),\left( x = -2\right) \vee \left( x = -5\right),\left( n = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right) \vee \left( n = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right),\left( n = -2\right) \vee \left( n = -5\right),\textrm{wahr}
1233,2,-1,7,0,\left( x = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right) \vee \left( x = -\frac{3}{2}-\sqrt{\left( \frac{3}{2}\right)^{2}-2}\right),\left( x = -2\right) \vee \left( x = -5\right),\left( n = -\frac{3}{2} + \sqrt{\left( \frac{3}{2}\right)^{2}-2}\right) \vee \left( n = -\frac{3}{2}-\sqrt{\left( \frac{3}{2}\right)^{2}-2}\right),\left( n = -2\right) \vee \left( n = -5\right),\textrm{wahr}
1234,2,0,5,3,"-2\,x \cdot 5 < -3\,x + 5\,y","x < -5 + 5\,y","-2\,l \cdot 5 < -3\,l + 5\,u","l < -5 + 5\,u",\textrm{wahr}
1235,2,0,5,3,"-2\,x-5 < -3\,x + 5\,y","x < -5 + 5\,y","-2\,l-5 < -3\,l + 5\,u","l < -5 + 5\,u",\textrm{wahr}
1236,2,-1,0,3,"-4\,x + 2 < 5\,x-2","-9\,x < 5\,x-2","-4\,m + 2 < 5\,m-2","-9\,m < 5\,m-2",\textrm{wahr}
1237,2,-1,0,3,"-9\,x < 5\,x-2",x > \frac{4}{9},"-9\,m < 5\,m-2",m > \frac{4}{9},\textrm{wahr}
1238,2,0,1,2,"\left( -2\,x + 1 = 13\right) \vee \left( -2\,x + 1 = -13\right)",\left( x = 6\right) \vee \left( x = 2\right),"\left( -2\,q + 1 = 13\right) \vee \left( -2\,q + 1 = -13\right)",\left( q = 6\right) \vee \left( q = 2\right),\textrm{wahr}
1239,2,0,1,2,"\left( -2\,x + 1 = 13\right) \vee \left( -2\,x + 1 = -13\right)",\left( x = -6\right) \vee \left( x = 2\right),"\left( -2\,q + 1 = 13\right) \vee \left( -2\,q + 1 = -13\right)",\left( q = -6\right) \vee \left( q = 2\right),\textrm{wahr}
1240,2,28,0,3,"\frac{-6\,x-8}{5\,x + 1}\le 4","-6\,x-8\le 20\,x + 4","\frac{-6\,x-8}{5\,x + 1}\le 4","-6\,x-8\le 20\,x + 4",\left( x\neq -0.6\right) \wedge \left( x < -\frac{1}{5}\right)
1241,2,-1,0,3,"x^{2}-2 \cdot \frac{1}{2}\,x + \left( \frac{1}{2}\right)^{2}-\left( \frac{1}{2}\right)^{2}-4 < 0","x-2 \cdot \frac{1}{2}\,x + \left( \frac{1}{2}\right)^{2}-\left( \frac{1}{2}\right)^{2}-4 < 0","x^{2}-2 \cdot \frac{1}{2}\,x + \left( \frac{1}{2}\right)^{2}-\left( \frac{1}{2}\right)^{2}-4 < 0","x-2 \cdot \frac{1}{2}\,x + \left( \frac{1}{2}\right)^{2}-\left( \frac{1}{2}\right)^{2}-4 < 0",\textrm{wahr}
1242,2,-1,0,3,"x-2 \cdot \frac{1}{2}\,x + \left( \frac{1}{2}\right)^{2}-\left( \frac{1}{2}\right)^{2}-4 < 0",\left( x-\frac{1}{2}\right)^{2}-\frac{1}{4}-4 < 0,"x-2 \cdot \frac{1}{2}\,x + \left( \frac{1}{2}\right)^{2}-\left( \frac{1}{2}\right)^{2}-4 < 0",\left( x-\frac{1}{2}\right)^{2}-\frac{1}{4}-4 < 0,\textrm{wahr}
1243,2,-1,0,3,\left( x-\frac{1}{2}\right)^{2}-\frac{1}{4}-4 < 0,\left( x-\frac{1}{2}\right)^{2}-\frac{5}{4} < 0,\left( x-\frac{1}{2}\right)^{2}-\frac{1}{4}-4 < 0,\left( x-\frac{1}{2}\right)^{2}-\frac{5}{4} < 0,\textrm{wahr}
1244,2,0,7,0,"x^{2} + \frac{9\,x}{4} + \frac{5}{4} = 0",\left( x = -\frac{9}{4}-\sqrt{\left( \frac{9}{4}\right)^{2}-\frac{5}{4}}\right) \vee \left( x = -\frac{9}{4} + \sqrt{\left( \frac{9}{4}\right)^{2}-\frac{5}{4}}\right),"t^{2} + \frac{9\,t}{4} + \frac{5}{4} = 0",\left( t = -\frac{9}{4}-\sqrt{\left( \frac{9}{4}\right)^{2}-\frac{5}{4}}\right) \vee \left( t = -\frac{9}{4} + \sqrt{\left( \frac{9}{4}\right)^{2}-\frac{5}{4}}\right),\textrm{wahr}
1245,2,0,2,6,"(-2\,x-2)\,(3\,x-3) = 0","-6\,x^{2}-6\,x-6\,x + 6 = 0","(-2\,a-2)\,(3\,a-3) = 0","-6\,a^{2}-6\,a-6\,a + 6 = 0",\textrm{wahr}
1246,2,0,2,6,"(-2\,x-2)\,(3\,x-3) = 0","-6\,x^{2}-12\,x-6 = 0","(-2\,a-2)\,(3\,a-3) = 0","-6\,a^{2}-12\,a-6 = 0",\textrm{wahr}
1247,2,0,2,6,"(-2\,x-2)\,(3\,x-3) = 0","-6\,x^{2}-12\,x + 6 = 0","(-2\,a-2)\,(3\,a-3) = 0","-6\,a^{2}-12\,a + 6 = 0",\textrm{wahr}
1248,2,0,4,6,"-6\,x^{2}-12\,x + 6 = 0","x^{2} + 2\,x + 1 = 0","-6\,a^{2}-12\,a + 6 = 0","a^{2} + 2\,a + 1 = 0",\textrm{wahr}
1249,2,0,4,6,"-6\,x^{2} + 6 = 0","x^{2} + 0\,x + 1 = 0","-6\,a^{2} + 6 = 0","a^{2} + 0\,a + 1 = 0",\textrm{wahr}
1250,2,0,4,6,"-6\,x^{2} + 6 = 0",x^{2} + 1 = 0,"-6\,a^{2} + 6 = 0",a^{2} + 1 = 0,\textrm{wahr}
1251,2,0,4,0,"-5\,x^{2}-24\,x + 5 = 0","x^{2}-\frac{24}{5}\,x-1 = 0","-5\,r^{2}-24\,r + 5 = 0","r^{2}-\frac{24}{5}\,r-1 = 0",\textrm{wahr}
1252,2,-1,4,0,"-5\,x^{2}-24\,x + 5 = 0","x^{2}-\frac{24}{10}\,x-1 = 0","-5\,r^{2}-24\,r + 5 = 0","r^{2}-\frac{24}{10}\,r-1 = 0",\textrm{wahr}
1253,2,-1,7,0,"x^{2}-\frac{24}{10}\,x-1 = 0",\left( x = \frac{24}{10} + \sqrt{\left( -\frac{24}{10}\right)^{2} + 1}\right) \vee \left( x = \frac{24}{10}-\sqrt{\left( -\frac{24}{10}\right)^{2} + 1}\right),"r^{2}-\frac{24}{10}\,r-1 = 0",\left( r = \frac{24}{10} + \sqrt{\left( -\frac{24}{10}\right)^{2} + 1}\right) \vee \left( r = \frac{24}{10}-\sqrt{\left( -\frac{24}{10}\right)^{2} + 1}\right),\textrm{wahr}
1254,2,-1,7,0,"x^{2} + \frac{24}{5}\,x-1 = 0",\left( x = \frac{24}{10} + \sqrt{\left( -\frac{24}{10}\right)^{2} + 1}\right) \vee \left( x = \frac{24}{10}-\sqrt{\left( -\frac{24}{10}\right)^{2} + 1}\right),"r^{2} + \frac{24}{5}\,r-1 = 0",\left( r = \frac{24}{10} + \sqrt{\left( -\frac{24}{10}\right)^{2} + 1}\right) \vee \left( r = \frac{24}{10}-\sqrt{\left( -\frac{24}{10}\right)^{2} + 1}\right),\textrm{wahr}
1255,2,2,3,4,"z^{2} + z\,z = y","z^{2} + 2\,\frac{z}{2}\,z + \frac{z}{2} = \left( \frac{z}{2}\right)^{2}-y","x^{2} + p\,x = q","x^{2} + 2\,\frac{p}{2}\,x + \frac{p}{2} = \left( \frac{p}{2}\right)^{2}-q",q < \frac{p^{2}}{4}
1256,2,2,3,4,"z^{2} + 2\,\frac{z}{2}\,z + \frac{z}{2} = \left( \frac{z}{2}\right)^{2}-y",\left( z + \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y,"x^{2} + 2\,\frac{p}{2}\,x + \frac{p}{2} = \left( \frac{p}{2}\right)^{2}-q",\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,q < \frac{p^{2}}{4}
1257,2,2,3,4,"z^{2} + z\,z + \left( \frac{z}{2}\right)^{2} + y = 0","\left( z\,\frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y","x^{2} + p\,x + \left( \frac{p}{2}\right)^{2} + q = 0","\left( x\,\frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q",q < \frac{p^{2}}{4}
1258,2,2,3,4,"\left( z\,\frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y",\left( z + \left( \frac{z}{2}\right)^{2} = \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),"\left( x\,\frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q",\left( x + \left( \frac{p}{2}\right)^{2} = \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),q < \frac{p^{2}}{4}
1259,2,2,3,4,\left( z + \left( \frac{z}{2}\right)^{2} = \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( z = -\frac{z}{2} + \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z = -\frac{z}{2}-\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( x + \left( \frac{p}{2}\right)^{2} = \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),\left( x = -\frac{p}{2} + \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x = -\frac{p}{2}-\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),q < \frac{p^{2}}{4}
1260,2,2,3,4,"z^{2} + z\,z + y = 0","z^{2} + z\,z + \left( \frac{z}{2}\right)^{2} + y = 0","x^{2} + p\,x + q = 0","x^{2} + p\,x + \left( \frac{p}{2}\right)^{2} + q = 0",q < \frac{p^{2}}{4}
1261,2,2,3,4,z + \frac{z}{2} = \left( \frac{z}{2}\right)^{2}-y,\left( z + \frac{z}{2} = \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),x + \frac{p}{2} = \left( \frac{p}{2}\right)^{2}-q,\left( x + \frac{p}{2} = \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),q < \frac{p^{2}}{4}
1262,2,2,3,4,\left( z + \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,z + \frac{z}{2} = \left( \frac{z}{2}\right)^{2}-y,\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,x + \frac{p}{2} = \left( \frac{p}{2}\right)^{2}-q,q < \frac{p^{2}}{4}
1263,2,3,6,5,"z^{2} + z\,z + y = 0","m^{2} + \frac{y}{m}\,m + \frac{z}{m} = 0","x^{2} + b\,x + c = 0","x^{2} + \frac{b}{a}\,x + \frac{c}{a} = 0","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1264,2,3,6,5,"m^{2} + \frac{y}{m}\,m + \left( \frac{y}{2\,m}\right)^{2}-\left( \frac{y}{2\,m}\right)^{2} + \frac{z}{m} = 0","m + \left( \frac{y}{2\,m}\right)^{2}-\left( \frac{y}{2\,m}\right)^{2} + \frac{z}{m} = 0","x^{2} + \frac{b}{a}\,x + \left( \frac{b}{2\,a}\right)^{2}-\left( \frac{b}{2\,a}\right)^{2} + \frac{c}{a} = 0","x + \left( \frac{b}{2\,a}\right)^{2}-\left( \frac{b}{2\,a}\right)^{2} + \frac{c}{a} = 0","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1265,2,3,6,5,"\left( m + \frac{y}{2\,m}\right)^{2} = \left( \frac{y}{2\,m}\right)^{2}-\frac{z}{m}","m + \frac{y}{2\,m} = +\sqrt{\left( \frac{y}{2\,m}\right)^{2}-\frac{z}{m}}","\left( x + \frac{b}{2\,a}\right)^{2} = \left( \frac{b}{2\,a}\right)^{2}-\frac{c}{a}","x + \frac{b}{2\,a} = +\sqrt{\left( \frac{b}{2\,a}\right)^{2}-\frac{c}{a}}","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1266,2,3,6,5,"\left( m + \frac{y}{2\,m}\right)^{2} = \left( \frac{y}{2\,m}\right)^{2}-\frac{z}{m}","m + \frac{y}{2\,m} = +\sqrt{\left( \left( \frac{y}{2\,m}\right)^{2}-\frac{z}{m}\right) \vee \left( m + \frac{y}{2\,m} = -\sqrt{\left( \frac{y}{2\,m}\right)^{2}-\frac{z}{m}}\right)}","\left( x + \frac{b}{2\,a}\right)^{2} = \left( \frac{b}{2\,a}\right)^{2}-\frac{c}{a}","x + \frac{b}{2\,a} = +\sqrt{\left( \left( \frac{b}{2\,a}\right)^{2}-\frac{c}{a}\right) \vee \left( x + \frac{b}{2\,a} = -\sqrt{\left( \frac{b}{2\,a}\right)^{2}-\frac{c}{a}}\right)}","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1267,2,3,6,5,"\left( m + \frac{y}{2\,m}\right)^{2} = \left( \frac{y}{2\,m}\right)^{2}-\frac{z}{m}","m = -\frac{y}{2\,m} = \sqrt{\frac{y^{2}-4\,m\,z}{\left( 4\,m\right)^{2}}}","\left( x + \frac{b}{2\,a}\right)^{2} = \left( \frac{b}{2\,a}\right)^{2}-\frac{c}{a}","x = -\frac{b}{2\,a} = \sqrt{\frac{b^{2}-4\,a\,c}{\left( 4\,a\right)^{2}}}","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1268,2,4,1,1,0 = 0,\textrm{falsch},0 = 0,\textrm{falsch},a = -\frac{1}{3}
1269,2,29,4,0,\sqrt{-x + 6} = x,\sqrt{9} = -3,\sqrt{-x + 6} = x,\sqrt{9} = -3,\textrm{wahr}
1270,2,29,4,0,\sqrt{-x + 6} = x,\sqrt{4} = -3,\sqrt{-x + 6} = x,\sqrt{4} = -3,\textrm{wahr}
1271,2,-1,1,0,\sqrt{4} = -3,\textrm{wahr},\sqrt{4} = -3,\textrm{wahr},\textrm{wahr}
1272,2,29,4,0,\sqrt{-x + 6} = x,\sqrt{-(-3) + 6} = x,\sqrt{-x + 6} = x,\sqrt{-(-3) + 6} = x,\textrm{wahr}
1273,2,29,4,0,\sqrt{-(-3) + 6} = x,\sqrt{9} = -3,\sqrt{-(-3) + 6} = x,\sqrt{9} = -3,\textrm{wahr}
